sigmapred,sigmatrue,RMSE
42.15938,42.125,0.034381866
44.872692,43.25,1.6226921
88.582405,85.75,2.832405
65.66839,58.625,7.0433884
38.07418,40.375,2.3008194
85.18962,83.375,1.814621
49.488266,47.125,2.363266
57.19533,53.875,3.3203316
45.79277,41.25,4.5427704
35.35988,38.0,2.6401215
82.43125,76.75,5.6812515
54.658825,55.125,0.46617508
36.292202,38.75,2.457798
44.687634,47.75,3.0623665
81.50474,73.5,8.004738
85.19241,79.375,5.8174133
86.63745,81.875,4.762451
60.3013,56.75,3.5513
69.86484,61.0,8.864838
41.170437,42.75,1.5795631
86.1989,83.5,2.6988983
36.89553,39.125,2.2294693
68.087654,61.0,7.087654
86.83344,85.25,1.5834427
87.06567,81.625,5.440666
60.243927,55.5,4.743927
39.61863,39.875,0.25637054
35.834446,40.25,4.415554
81.19604,75.25,5.9460373
82.708145,76.625,6.083145
53.068703,54.25,1.1812973
40.96516,42.375,1.4098396
44.738136,37.125,7.6131363
84.96236,81.75,3.2123566
75.77257,68.75,7.0225677
74.16286,66.75,7.412857
83.70636,76.5,7.20636
72.200294,67.25,4.9502945
82.067406,74.25,7.8174057
57.611744,53.5,4.111744
78.95136,71.75,7.2013626
42.65418,44.5,1.8458214
76.12449,69.0,7.124489
74.22596,65.75,8.47596
76.98068,69.875,7.1056824
65.39515,61.5,3.8951492
52.170498,54.0,1.8295021
73.00256,65.75,7.2525635
37.942543,41.625,3.682457
77.526695,69.625,7.9016953
68.42151,60.25,8.171509
72.47021,65.375,7.095207
50.144985,47.875,2.2699852
59.67827,56.5,3.1782684
69.01318,62.625,6.3881836
85.579056,82.0,3.5790558
70.13344,62.0,8.133438
91.9765,82.875,9.101501
87.092865,83.375,3.717865
85.61476,80.0,5.6147614
46.729805,46.5,0.229805
50.546326,51.75,1.2036743
84.524124,77.5,7.024124
79.1508,73.5,5.6508026
77.2394,70.25,6.989403
57.739162,53.125,4.6141624
52.6231,50.0,2.6231003
64.25447,62.125,2.1294708
84.423134,78.0,6.423134
81.33538,75.125,6.2103806
70.421555,62.125,8.296555
84.7857,79.25,5.535698
31.281954,37.125,5.843046
80.27393,71.0,9.273933
75.4209,68.25,7.1708984
85.68755,79.0,6.6875534
84.13107,79.125,5.006073
44.14603,41.375,2.7710304
78.632034,71.0,7.6320343
87.20583,82.625,4.5808334
38.092876,39.125,1.0321236
56.575916,55.25,1.3259163
44.474022,42.5,1.9740219
86.39418,81.5,4.8941803
86.84346,75.375,11.46846
84.734764,78.75,5.984764
68.284256,61.125,7.159256
80.70033,73.375,7.3253326
90.320435,83.5,6.8204346
76.09407,66.0,10.09407
83.983284,79.75,4.233284
59.725166,55.5,4.2251663
64.519196,62.25,2.2691956
48.59013,51.25,2.6598701
38.919918,39.5,0.58008194
56.804688,51.625,5.1796875
80.7417,74.25,6.491699
77.32794,71.625,5.702942
73.4956,66.25,7.245598
45.930622,46.5,0.5693779
45.70326,48.125,2.4217415
67.5452,60.875,6.6701965
64.8976,57.625,7.2725983
75.039246,67.75,7.2892456
42.434,45.625,3.191002
53.31731,53.75,0.43268967
84.50246,75.875,8.627457
74.96949,67.25,7.71949
49.592133,48.375,1.2171326
88.74147,77.875,10.86647
41.367958,40.5,0.86795807
36.305798,39.125,2.8192024
85.18502,78.25,6.9350204
39.78068,43.125,3.3443184
44.392033,46.25,1.8579674
79.238625,73.625,5.6136246
85.02284,77.25,7.7728424
60.484497,59.5,0.9844971
86.90255,82.875,4.0275497
78.62029,71.875,6.7452927
75.900475,68.375,7.5254745
73.88198,68.5,5.381981
54.862217,52.375,2.487217
89.888214,80.5,9.388214
47.494175,45.25,2.244175
73.75069,66.875,6.8756866
56.922024,54.625,2.2970238
80.031204,74.875,5.156204
84.258224,80.75,3.5082245
68.881516,60.875,8.0065155
40.01341,43.25,3.2365913
69.93586,61.75,8.18586
81.57645,75.5,6.0764465
75.01832,67.125,7.893318
37.263947,38.875,1.6110535
57.01168,55.75,1.2616806
51.076088,48.75,2.326088
34.304756,37.375,3.0702438
52.67913,53.375,0.69586945
86.35347,81.5,4.85347
42.473152,39.75,2.7231522
82.263374,74.75,7.5133743
55.842663,56.125,0.2823372
48.15246,47.875,0.2774582
84.47907,80.75,3.7290726
65.84034,61.0,4.8403397
51.4191,48.75,2.6691017
83.1894,78.375,4.8143997
40.04845,43.875,3.8265495
68.80467,65.0,3.8046722
46.092926,44.375,1.717926
35.34747,38.75,3.4025307
81.158646,73.875,7.2836456
72.88291,67.375,5.5079117
54.78288,52.125,2.6578789
42.41498,42.25,0.16498184
46.15813,43.75,2.4081306
43.473675,45.0,1.5263252
83.49767,76.25,7.247673
74.6419,69.0,5.641899
87.32432,82.875,4.449318
54.25138,54.875,0.6236191
82.71081,76.25,6.460808
74.39297,67.875,6.517967
63.549255,59.875,3.6742554
78.50493,68.75,9.754929
80.64939,74.75,5.899391
82.59116,70.75,11.841164
61.56529,59.375,2.1902885
52.29112,53.375,1.0838814
78.08063,71.75,6.3306274
60.449486,53.75,6.699486
85.72282,74.25,11.472816
55.120537,52.0,3.1205368
37.42008,40.875,3.4549217
45.775684,48.125,2.3493156
77.99019,69.125,8.865189
84.60539,84.875,0.26960754
55.42562,52.75,2.675621
69.369965,62.75,6.6199646
86.478836,81.75,4.728836
40.5989,42.0,1.4011002
75.16181,68.5,6.661812
73.21292,65.625,7.587921
42.674065,43.875,1.2009354
39.539852,42.875,3.3351479
62.230236,58.5,3.730236
58.75779,55.25,3.5077896
72.286606,65.75,6.536606
41.54275,40.625,0.9177513
34.484974,37.125,2.640026
57.26752,53.875,3.392521
91.253395,85.375,5.878395
75.28197,67.375,7.906967
83.19162,79.625,3.5666199
46.20124,45.625,0.57624054
43.580086,45.0,1.4199142
87.29828,83.25,4.048279
79.53599,73.375,6.160988
64.59871,59.5,5.098709
51.735657,49.375,2.3606567
43.07446,37.5,5.574459
65.88081,58.0,7.8808136
81.987366,74.125,7.8623657
83.18111,76.875,6.3061066
44.719097,40.5,4.219097
75.835594,68.375,7.460594
55.417137,53.25,2.1671371
82.62075,75.125,7.4957504
57.47032,55.25,2.2203217
72.6741,62.75,9.924103
59.376526,58.375,1.0015259
72.82038,62.875,9.945381
56.397495,53.375,3.0224953
41.827217,43.375,1.5477829
89.18406,81.875,7.309059
36.258125,39.125,2.8668747
49.950176,51.5,1.5498238
61.043354,60.0,1.043354
61.28443,56.375,4.9094315
55.247612,55.75,0.502388
66.78268,59.625,7.1576767
83.79566,79.5,4.295662
39.426476,39.875,0.44852448
86.6648,82.0,4.6648026
76.97356,70.375,6.5985565
53.555027,51.625,1.930027
62.301987,58.375,3.9269867
87.65007,83.625,4.02507
81.006256,70.625,10.381256
64.87502,60.25,4.625023
43.583572,47.625,4.0414276
59.370556,53.875,5.495556
48.022415,45.375,2.6474152
86.053116,83.125,2.9281158
43.11827,41.625,1.4932709
83.83194,76.625,7.2069397
74.37106,65.25,9.121063
69.76598,61.75,8.015984
83.25423,78.5,4.7542267
79.98522,74.875,5.110222
85.87558,80.625,5.25058
68.88096,60.625,8.255959
81.54835,77.125,4.4233475
82.77021,74.625,8.14521
52.65021,53.75,1.0997887
64.58618,60.125,4.4611816
71.24288,66.0,5.242882
75.23434,67.125,8.109337
79.29367,72.25,7.0436707
48.31608,46.625,1.6910782
91.91633,82.75,9.166328
81.96357,77.5,4.4635696
52.426502,50.0,2.4265022
85.535355,76.0,9.535355
76.816605,69.375,7.4416046
41.171165,44.375,3.2038345
63.867695,60.25,3.6176949
83.746346,79.75,3.9963455
92.16632,83.25,8.916321
81.04231,75.0,6.0423126
91.24939,85.125,6.1243896
66.49141,61.5,4.9914093
82.04981,73.5,8.549812
82.92044,75.625,7.2954407
83.61972,80.0,3.6197205
85.917755,77.375,8.542755
67.293335,58.75,8.543335
84.65065,85.0,0.34934998
69.4314,61.25,8.1813965
69.28257,62.75,6.53257
65.41421,57.75,7.6642075
63.57251,56.125,7.44751
70.19255,64.25,5.9425507
41.177723,41.875,0.69727707
54.25028,50.625,3.6252785
89.8403,85.0,4.8403015
84.120636,83.5,0.620636
61.40506,57.5,3.9050598
52.335205,53.125,0.7897949
34.85173,38.25,3.3982697
50.8623,48.125,2.7373009
85.04955,83.5,1.5495529
56.801952,53.0,3.8019524
78.38465,71.0,7.384651
72.44851,64.5,7.948509
85.35063,75.875,9.475632
83.86587,79.625,4.2408676
79.18804,73.0,6.1880417
41.37152,44.0,2.628479
47.119736,49.5,2.3802643
43.323414,46.5,3.1765862
47.67858,49.875,2.1964188
74.15019,65.625,8.525192
80.23327,73.875,6.3582687
82.34763,72.25,10.097633
39.229767,40.875,1.6452332
38.225967,40.5,2.2740326
88.00284,79.875,8.127838
42.10607,45.0,2.8939285
71.46547,61.375,10.090469
44.699055,44.25,0.44905472
76.73926,68.125,8.614258
72.8701,67.875,4.995102
88.56782,82.875,5.6928177
90.10572,83.125,6.9807205
54.775764,51.75,3.0257645
55.82941,52.625,3.2044106
77.40112,71.75,5.651123
83.36718,76.875,6.49218
49.868034,47.25,2.6180344
69.034355,60.75,8.284355
67.225235,59.5,7.725235
86.96134,78.75,8.211342
46.465054,48.875,2.4099464
78.35444,72.375,5.979439
46.239197,44.5,1.7391968
82.056465,76.875,5.181465
50.24894,47.375,2.8739395
61.35353,56.75,4.603531
84.169,78.625,5.5439987
44.542065,46.625,2.0829353
79.84599,69.375,10.470993
66.53691,58.875,7.661911
55.511543,55.125,0.38654327
64.66074,61.125,3.5357437
57.114506,57.125,0.010494232
61.182087,57.375,3.807087
74.711105,67.25,7.4611053
79.54775,74.125,5.4227524
86.37432,84.625,1.749321
77.19936,69.75,7.4493637
77.75508,68.25,9.505081
74.56217,67.25,7.312172
87.374435,76.625,10.749435
49.917572,48.0,1.917572
86.21539,77.75,8.465393
44.05243,44.375,0.3225708
44.46316,41.75,2.7131615
81.13699,74.625,6.5119934
76.59944,70.875,5.7244415
86.73866,80.375,6.3636627
78.3326,70.0,8.332603
79.21362,71.25,7.963623
85.76889,84.75,1.0188904
51.588886,49.25,2.3388863
63.450195,58.5,4.9501953
82.97592,76.375,6.6009216
39.141846,42.5,3.3581543
55.70699,55.25,0.4569893
37.024067,38.75,1.7259331
69.42395,63.25,6.17395
85.93216,85.375,0.5571594
61.507927,54.5,7.007927
78.78038,71.75,7.0303802
48.765636,47.125,1.6406364
80.36043,72.125,8.235428
72.53954,64.0,8.539543
74.53571,68.0,6.535713
32.1714,37.5,5.328602
33.909233,37.625,3.715767
76.94413,69.5,7.44413
84.62724,82.125,2.502243
79.970535,74.625,5.3455353
63.54919,59.875,3.6741905
55.584515,53.375,2.2095146
72.58612,64.625,7.9611206
64.584724,57.375,7.2097244
35.760708,39.125,3.3642921
59.860607,56.625,3.2356071
48.505383,50.5,1.9946175
84.07716,80.0,4.0771637
56.282787,55.625,0.6577873
71.83775,65.375,6.4627533
92.63589,84.25,8.385887
75.20882,69.875,5.3338165
85.1795,76.5,8.679497
84.89829,83.25,1.6482925
78.261375,70.875,7.3863754
33.982983,37.0,3.0170174
83.24245,81.25,1.9924469
78.959274,69.625,9.334274
76.48861,67.75,8.738609
75.73985,65.625,10.114853
56.498775,52.0,4.4987755
46.78189,47.5,0.71810913
77.89599,71.0,6.8959885
85.6321,85.0,0.63210297
78.87416,71.875,6.999161
58.221188,55.125,3.0961876
38.674484,40.375,1.7005157
89.659,85.0,4.6589966
76.03787,69.125,6.9128723
88.32713,83.75,4.577133
75.683655,66.875,8.808655
45.89367,44.5,1.3936691
85.01744,80.25,4.767441
42.32458,44.0,1.6754189
76.319374,68.0,8.319374
81.51633,75.75,5.766327
59.63974,56.375,3.26474
83.81682,74.75,9.066818
81.719444,74.625,7.0944443
45.29351,43.75,1.5435104
83.02048,78.375,4.6454773
51.76882,48.75,3.0188217
61.863724,57.375,4.4887238
51.62899,50.625,1.0039902
79.690384,72.5,7.190384
65.3791,58.375,7.004097
91.23718,82.875,8.362183
83.04052,73.0,10.04052
77.13294,69.75,7.382942
64.017975,56.5,7.517975
84.78315,77.75,7.0331497
77.883575,70.25,7.6335754
86.669846,85.75,0.9198456
57.243584,56.75,0.49358368
71.42355,64.875,6.5485535
77.19068,66.75,10.440681
85.283905,76.625,8.658905
77.75867,70.5,7.258667
60.902084,56.375,4.5270844
59.247757,55.75,3.497757
80.401985,72.0,8.401985
42.03818,43.625,1.5868187
48.50527,46.625,1.8802681
61.667007,57.625,4.0420074
78.40049,68.625,9.77549
36.58243,38.625,2.0425682
70.75089,62.375,8.375893
67.159515,62.5,4.6595154
78.58413,73.0,5.5841293
62.21004,59.75,2.460041
48.61142,47.625,0.9864197
76.1234,68.625,7.498398
79.6371,72.875,6.7621
82.51263,70.75,11.762627
33.43738,37.5,4.0626183
76.30608,70.625,5.6810837
44.18228,46.0,1.8177185
74.03628,66.375,7.661278
51.776535,52.75,0.97346497
73.33147,65.75,7.5814667
49.055824,46.75,2.3058243
42.24718,41.375,0.87218094
87.90798,82.0,5.907982
71.43203,63.25,8.18203
83.872635,77.375,6.497635
65.38182,58.375,7.0068207
43.314533,42.75,0.56453323
38.93162,39.625,0.69337845
69.207756,62.75,6.457756
79.56223,73.0,6.562233
78.31208,69.5,8.81208
74.40248,67.0,7.402481
41.33004,45.0,3.66996
89.88697,83.375,6.5119705
44.29267,37.25,7.042671
61.989433,56.5,5.4894333
51.85557,53.25,1.3944283
61.350964,58.125,3.2259636
83.88448,80.875,3.0094833
82.68326,77.25,5.433258
46.7406,49.125,2.3843994
68.602196,60.375,8.227196
82.85904,76.875,5.9840393
84.34384,80.75,3.5938416
55.625965,52.375,3.250965
62.60742,58.75,3.8574219
85.085526,81.625,3.4605255
54.78728,52.75,2.037281
39.056347,42.125,3.068653
45.215557,47.375,2.159443
87.39579,82.125,5.27079
72.470245,64.0,8.470245
56.252247,53.875,2.3772469
64.76648,58.5,6.2664795
84.10044,72.5,11.600441
65.27373,58.625,6.6487274
41.57602,41.5,0.07601929
57.618168,54.875,2.7431679
42.810886,46.0,3.1891136
77.379196,69.375,8.004196
84.81908,73.25,11.569077
72.0215,63.25,8.7715
85.85377,83.25,2.6037674
46.15595,50.0,3.8440514
43.481667,42.375,1.1066666
76.81111,69.375,7.4361115
46.935726,44.875,2.0607262
58.14958,55.25,2.899578
76.356865,69.25,7.106865
64.7021,60.125,4.5771027
83.01978,76.25,6.769783
73.06149,65.875,7.186493
55.272697,52.125,3.1476974
93.29486,85.625,7.669861
40.74005,39.625,1.1150513
79.783875,72.25,7.5338745
60.177025,56.125,4.052025
69.855804,63.25,6.6058044
64.307556,59.75,4.557556
88.62033,80.875,7.745331
36.476784,38.875,2.3982162
72.03333,64.875,7.158333
52.265617,49.75,2.5156174
44.48292,47.625,3.1420784
57.55089,54.25,3.3008919
44.649567,46.75,2.1004333
69.72138,62.25,7.471382
57.296955,55.125,2.171955
74.6087,65.5,9.108704
69.35888,62.875,6.483879
72.91836,64.375,8.543358
36.3339,38.25,1.9160995
75.83093,68.125,7.7059326
50.351486,51.625,1.2735138
65.50507,60.625,4.8800735
69.28577,61.125,8.160767
35.43831,38.75,3.3116913
64.3055,59.625,4.680496
62.74888,56.25,6.4988785
84.85878,82.625,2.23378
51.54055,53.0,1.4594498
84.91942,83.125,1.7944183
85.026306,82.375,2.6513062
39.89309,40.125,0.2319107
45.21778,44.875,0.34278107
56.758434,56.875,0.116565704
52.56369,54.25,1.6863098
41.028465,43.75,2.7215347
91.65055,82.25,9.400551
71.66165,63.75,7.9116516
83.61048,77.625,5.9854813
82.59927,77.875,4.7242737
64.77236,59.625,5.1473618
59.3614,56.125,3.2364006
79.52676,73.0,6.5267563
65.98932,61.75,4.239319
79.37869,70.75,8.628693
62.838573,58.5,4.3385735
37.19601,41.125,3.9289894
62.177597,57.25,4.927597
41.962517,43.375,1.4124832
77.55567,71.875,5.6806717
50.469482,48.125,2.3444824
81.71098,71.5,10.210983
68.31023,60.375,7.9352264
50.382683,49.0,1.3826828
47.69838,45.875,1.8233795
61.364197,57.5,3.8641968
81.31744,75.75,5.567436
50.05252,48.625,1.4275208
43.23389,43.75,0.51610947
53.68689,52.25,1.4368896
35.147514,39.875,4.7274857
63.464066,61.625,1.8390656
44.171284,46.125,1.9537163
85.81533,82.5,3.3153305
81.88328,73.25,8.633278
57.856823,55.375,2.481823
81.120575,76.375,4.745575
42.16447,42.5,0.33552933
35.695858,38.875,3.179142
65.8013,59.125,6.6763
35.616947,40.375,4.758053
56.12187,51.875,4.246868
85.07088,79.375,5.695877
62.02994,58.375,3.6549416
89.87829,85.375,4.5032883
39.433533,42.75,3.3164673
40.913418,39.375,1.5384178
59.8576,56.875,2.9826012
84.73738,77.75,6.987381
83.84657,79.25,4.596573
53.783047,51.875,1.9080467
38.07799,41.0,2.9220085
42.711563,41.625,1.0865631
77.71981,72.25,5.4698105
68.230705,62.125,6.1057053
70.860085,64.5,6.3600845
75.48959,70.125,5.3645935
86.49055,84.25,2.2405472
60.675682,57.0,3.675682
46.740486,49.125,2.3845139
73.3346,66.125,7.2096024
86.391365,85.875,0.51636505
81.924835,78.5,3.4248352
62.703106,61.125,1.5781059
63.17662,58.25,4.9266205
75.910576,68.75,7.160576
84.45253,77.75,6.70253
66.64944,59.625,7.024437
77.44029,69.625,7.8152924
59.41028,55.0,4.4102783
88.20868,80.5,7.708679
45.55578,45.125,0.4307785
85.29596,79.375,5.9209595
71.163055,62.25,8.913055
80.47592,76.0,4.4759216
84.94079,73.375,11.565788
71.44829,64.375,7.073288
54.649837,54.5,0.1498375
41.926018,42.0,0.07398224
49.38736,47.5,1.8873596
64.02351,58.125,5.898514
77.07862,69.0,8.078621
66.19959,61.875,4.3245926
58.956833,55.125,3.831833
42.189342,39.5,2.6893425
67.53593,61.75,5.785927
68.00382,62.25,5.7538223
49.1729,47.625,1.5479012
74.34136,64.125,10.216362
87.53874,84.25,3.288742
46.558056,42.0,4.558056
43.937416,45.75,1.8125839
42.39971,43.125,0.7252884
49.550198,48.125,1.4251976
78.705536,73.125,5.580536
56.85595,56.625,0.2309494
79.16048,71.75,7.4104767
80.56282,73.25,7.3128204
38.29649,41.875,3.5785103
38.734764,38.375,0.3597641
69.98278,65.0,4.9827805
48.26513,46.375,1.8901291
71.82671,61.625,10.201714
38.376247,40.375,1.9987526
81.41355,71.125,10.288551
68.831314,61.125,7.706314
90.104324,85.75,4.3543243
57.713284,55.75,1.9632835
85.29593,73.75,11.545929
90.723595,80.75,9.973595
64.89858,61.25,3.6485825
61.022232,58.5,2.522232
84.989044,81.375,3.6140442
43.30091,45.25,1.949089
86.241455,77.125,9.116455
73.24467,62.5,10.744667
72.02198,65.125,6.8969803
54.090836,50.625,3.4658356
66.607155,61.875,4.732155
40.69427,43.25,2.555729
56.896122,56.0,0.896122
91.31876,85.25,6.0687637
76.2162,67.875,8.341202
67.39801,61.75,5.6480103
67.34859,59.125,8.223587
34.630943,39.625,4.9940567
88.529686,85.625,2.904686
82.141174,75.25,6.8911743
47.150597,46.375,0.7755966
34.272587,38.0,3.7274132
49.94169,46.5,3.4416885
70.90971,64.0,6.9097137
43.829647,47.625,3.795353
70.54366,62.0,8.543663
35.844097,37.625,1.7809029
86.53829,79.125,7.413292
78.62591,69.25,9.375908
63.48976,58.375,5.1147614
43.353996,42.625,0.7289963
69.4171,63.375,6.042099
40.15898,41.125,0.9660187
86.47279,84.875,1.5977936
84.62975,78.375,6.254753
53.820377,51.0,2.8203773
61.491245,55.25,6.2412453
48.530754,44.375,4.155754
58.27693,56.125,2.1519318
88.078674,82.125,5.9536743
43.792118,46.875,3.082882
77.44185,71.75,5.6918488
84.46506,82.25,2.2150574
62.8641,58.125,4.7391014
43.391678,45.375,1.9833221
85.755035,83.0,2.7550354
89.34005,79.625,9.71505
83.116714,76.375,6.7417145
43.306705,44.5,1.1932945
61.9768,57.875,4.101799
46.759483,49.125,2.3655167
75.40353,67.75,7.6535263
71.877655,64.625,7.252655
75.55092,67.875,7.6759186
76.89674,66.5,10.396744
81.001945,74.625,6.3769455
86.513794,75.375,11.138794
46.193153,44.5,1.6931534
77.561424,69.125,8.436424
70.35078,61.75,8.600777
49.522377,47.625,1.897377
85.05159,81.5,3.55159
84.15669,77.75,6.4066925
59.62278,55.125,4.49778
56.771507,53.5,3.2715073
57.530067,57.125,0.40506744
83.40414,76.25,7.1541367
75.4904,68.875,6.615402
73.16304,64.5,8.66304
67.05448,61.5,5.5544815
47.139267,45.125,2.014267
46.154354,49.625,3.470646
90.12583,80.875,9.250832
38.192642,38.25,0.057357788
46.671124,44.125,2.5461235
70.9196,64.5,6.4196014
47.315083,49.875,2.5599174
67.15753,60.625,6.5325317
77.96014,66.25,11.710136
69.30315,60.5,8.803146
44.213978,48.0,3.7860222
76.40478,69.375,7.0297775
51.68213,53.25,1.5678711
83.80091,80.375,3.425911
70.823715,62.375,8.448715
45.46718,43.875,1.5921783
76.861496,68.5,8.361496
74.39614,66.625,7.771141
43.04809,42.125,0.9230919
85.18064,79.625,5.555641
84.7061,75.0,9.7061
54.2721,52.875,1.3970985
60.972378,54.875,6.097378
74.190475,67.5,6.6904755
70.411255,63.0,7.411255
77.25914,65.625,11.63414
86.31239,85.25,1.0623932
79.98176,68.0,11.981758
73.65411,66.375,7.279114
83.82369,80.625,3.1986923
67.93076,62.625,5.3057632
83.440674,76.0,7.440674
48.336628,50.375,2.038372
48.26454,46.5,1.7645416
41.02978,40.625,0.40478134
33.394127,38.5,5.105873
47.83837,47.375,0.46337128
77.05023,69.125,7.925232
78.14295,72.5,5.642952
85.619125,83.875,1.7441254
56.255447,53.5,2.7554474
49.511963,47.25,2.261963
55.460686,52.25,3.2106857
66.11306,60.625,5.48806
49.27723,46.875,2.4022293
49.707558,46.125,3.5825577
77.69353,67.75,9.943527
75.16684,69.5,5.6668396
35.290516,37.25,1.9594841
73.71885,66.0,7.718849
40.97561,40.25,0.7256088
67.55339,59.625,7.9283905
36.58185,40.125,3.5431519
77.6189,70.125,7.4938965
92.29411,83.5,8.794113
45.645126,49.5,3.8548737
42.845222,43.75,0.9047775
85.90342,82.75,3.1534195
49.29523,51.25,1.9547691
55.80208,51.75,4.0520782
52.31411,53.5,1.1858902
57.350224,52.5,4.8502235
68.83163,61.5,7.331627
81.96704,75.375,6.592041
86.92235,79.625,7.297348
80.43234,74.125,6.3073425
72.950005,64.125,8.825005
43.932854,41.625,2.3078537
77.204636,68.625,8.579636
41.310505,42.75,1.4394951
40.158478,40.75,0.5915222
49.363514,47.0,2.363514
75.14749,67.625,7.5224915
85.80028,82.5,3.3002777
39.591995,41.25,1.6580048
79.45223,72.875,6.5772324
56.80787,54.0,2.807869
57.272667,53.75,3.522667
83.13992,75.375,7.764923
40.776516,40.875,0.09848404
36.211212,38.125,1.9137878
87.14005,78.5,8.640053
82.14799,74.375,7.7729874
51.022736,52.375,1.3522644
54.724033,51.625,3.0990334
84.451,79.5,4.9509964
86.934296,82.75,4.1842957
84.59381,80.0,4.593811
83.69477,76.375,7.319771
38.25955,40.0,1.7404518
63.187042,56.5,6.687042
73.61327,68.5,5.1132736
71.34472,65.0,6.344719
34.268867,37.75,3.4811325
91.83682,84.25,7.5868225
88.76592,78.625,10.140923
53.63065,51.5,2.1306496
39.02033,42.5,3.4796715
39.57473,40.125,0.5502701
68.112274,62.125,5.987274
54.151814,51.25,2.9018135
72.74387,64.25,8.493874
91.180405,82.75,8.430405
77.39177,70.75,6.6417694
88.98831,81.5,7.488312
77.87663,70.0,7.8766327
45.22096,48.375,3.1540413
84.82202,79.875,4.9470215
36.703148,40.25,3.546852
53.80043,53.75,0.050430298
36.304558,40.0,3.6954422
52.459602,50.625,1.8346024
45.563587,47.875,2.3114128
84.22082,72.625,11.595818
91.05736,82.5,8.557358
70.11111,63.0,7.111107
44.494377,43.0,1.4943771
44.64124,47.0,2.3587608
75.70185,67.75,7.951851
86.27087,85.25,1.0208664
76.57165,69.5,7.0716476
70.109985,61.125,8.984985
63.504883,60.0,3.5048828
68.13558,59.75,8.385582
63.166355,59.0,4.166355
87.497536,80.375,7.1225357
83.8546,82.75,1.104599
84.87222,79.375,5.497223
41.782475,44.375,2.5925255
56.08288,54.125,1.9578781
53.317257,53.75,0.43274307
34.89281,38.25,3.3571892
80.197914,73.5,6.697914
58.82345,55.625,3.1984482
52.45709,53.25,0.7929115
71.81971,67.0,4.81971
46.34188,43.875,2.4668808
72.51684,62.625,9.891838
85.744514,82.375,3.3695145
32.046757,37.375,5.3282433
54.4466,51.0,3.4466019
68.59478,60.625,7.96978
54.89566,52.0,2.8956604
86.101776,83.25,2.8517761
75.966225,68.0,7.9662247
37.844604,41.25,3.4053955
45.495354,44.75,0.7453537
42.453045,42.875,0.4219551
84.712555,78.25,6.462555
86.787735,85.0,1.787735
87.94681,77.375,10.571808
38.156563,41.75,3.5934372
42.12184,41.0,1.1218414
81.253914,73.875,7.378914
82.66525,78.0,4.6652527
66.15779,61.0,5.157791
66.611916,61.0,5.6119156
86.9696,85.0,1.9695969
50.325375,49.0,1.3253746
82.21499,75.5,6.7149887
35.884495,38.75,2.8655052
86.40339,81.625,4.778389
87.53227,81.375,6.1572723
42.46592,39.75,2.7159195
40.947754,42.0,1.0522461
58.573616,53.375,5.198616
82.420105,78.5,3.920105
80.12559,75.125,5.0005875
71.27259,64.375,6.8975906
