sigmapred,sigmatrue,RMSE
50.894222,67.5,16.605778
51.14384,63.0,11.856159
50.79317,59.0,8.206829
50.84072,69.5,18.659279
50.75704,67.0,16.242962
50.903152,53.5,2.5968475
51.067223,54.0,2.9327774
51.063126,52.0,0.9368744
50.743793,58.0,7.2562065
51.150837,57.0,5.849163
50.89406,62.5,11.605942
50.792496,51.5,0.7075043
50.89341,55.5,4.6065903
50.730076,45.5,5.230076
51.093586,64.5,13.406414
50.944782,71.5,20.555218
50.793797,70.0,19.206203
50.988056,54.0,3.0119438
50.731266,58.5,7.768734
51.051323,52.5,1.4486771
50.773434,60.5,9.726566
50.77293,54.0,3.2270699
51.062122,62.0,10.937878
50.919334,67.5,16.580666
51.010235,47.0,4.010235
50.929344,64.5,13.570656
51.09586,62.0,10.90414
50.91956,74.5,23.58044
51.150585,45.0,6.150585
51.128925,45.0,6.1289253
51.094307,59.5,8.405693
51.066395,62.0,10.933605
50.731026,59.0,8.268974
51.125122,55.5,4.374878
50.730854,57.0,6.269146
51.009808,64.0,12.990192
50.85145,69.5,18.648548
50.76429,69.5,18.73571
51.157413,54.0,2.8425865
50.997738,57.0,6.002262
51.027225,64.5,13.4727745
51.027805,51.0,0.027805328
51.15474,65.5,14.345261
50.740753,74.5,23.759247
50.8261,63.0,12.173901
50.730118,47.0,3.7301178
50.81571,66.5,15.684292
51.00967,67.0,15.99033
50.733883,55.5,4.766117
50.76303,50.0,0.763031
51.065525,70.5,19.434475
51.107426,64.5,13.392574
51.016655,60.5,9.483345
50.73112,60.5,9.768879
51.117607,72.5,21.382393
50.73085,56.0,5.26915
51.036095,48.5,2.5360947
51.09703,46.5,4.5970306
50.82555,57.0,6.17445
51.092495,74.0,22.907505
51.13948,72.5,21.36052
50.731476,71.5,20.768524
51.141815,59.5,8.358185
50.730114,46.5,4.230114
51.06161,68.5,17.438389
51.009712,67.5,16.490288
51.142513,71.0,19.857487
51.016335,70.5,19.483665
51.02798,49.0,2.0279808
50.793514,65.0,14.206486
50.731586,64.0,13.268414
50.72992,45.0,5.7299194
51.1601,46.5,4.660099
50.80287,59.5,8.697128
50.944714,68.5,17.555286
51.049656,74.5,23.450344
51.036232,47.0,4.036232
51.03484,69.0,17.96516
50.997684,67.5,16.502316
51.1284,74.5,23.371601
50.730183,47.0,3.7301826
50.734215,59.5,8.765785
50.967495,51.0,0.032505035
51.07728,68.0,16.922722
50.731537,73.0,22.268463
51.03469,72.5,21.46531
50.918533,53.0,2.0814667
51.06782,50.0,1.0678215
51.13274,52.0,0.86726
51.1444,49.5,1.6444016
51.009907,53.5,2.4900932
50.894413,71.5,20.605587
51.156452,57.5,6.343548
50.73141,66.0,15.268589
50.73967,55.0,4.26033
50.866943,71.0,20.133057
51.121593,51.0,0.121593475
50.72995,46.0,4.72995
50.77393,68.5,17.72607
51.009876,56.0,4.9901237
50.928993,58.0,7.071007
50.731705,54.0,3.2682953
51.01525,45.0,6.015251
51.15644,48.0,3.1564407
50.730236,49.5,1.230236
51.098213,48.5,2.5982132
51.079678,49.0,2.0796776
50.87721,61.0,10.122791
50.865482,54.0,3.1345177
50.977036,64.0,13.0229645
51.052,47.0,4.051998
50.80313,63.0,12.196869
51.016914,53.0,1.9830856
50.76343,54.0,3.2365685
50.730137,46.5,4.230137
50.839737,56.0,5.160263
50.82551,55.0,4.174492
50.73045,50.5,0.23044968
51.156353,58.0,6.843647
50.977036,66.5,15.5229645
51.1566,61.0,9.843399
50.773785,65.5,14.726215
51.065693,68.0,16.934307
50.731094,60.5,9.768906
51.079655,63.0,11.920345
50.82482,49.0,1.8248215
51.107033,67.5,16.392967
50.840908,72.5,21.659092
51.04545,46.0,5.0454483
51.140583,66.0,14.859417
50.78233,63.5,12.71767
50.731136,61.5,10.768864
50.734245,60.0,9.265755
50.84999,53.0,2.1500092
51.00964,74.5,23.49036
50.756042,52.5,1.7439575
51.042873,74.0,22.957127
51.094654,57.5,6.405346
51.017143,48.0,3.0171432
51.10814,52.0,0.89186096
50.733624,51.5,0.7663765
50.92949,69.5,18.57051
51.154472,72.5,21.345528
51.034634,74.5,23.465366
50.9185,52.5,1.581501
50.731583,72.5,21.768417
51.14532,47.0,4.145321
51.01636,69.0,17.983639
51.142998,54.0,2.8570023
50.8515,70.5,19.648499
51.13371,48.5,2.633709
50.733875,55.0,4.2661247
51.00967,68.0,16.99033
50.988182,68.5,17.511818
50.732704,72.0,21.267296
50.73064,53.0,2.2693596
50.80274,58.5,7.697262
50.793262,60.0,9.2067375
50.731426,68.5,17.768574
50.952866,47.5,3.4528656
50.73087,56.5,5.7691307
50.82642,70.5,19.67358
50.851086,63.0,12.148914
50.732666,71.0,20.267334
50.755272,46.0,4.755272
50.76409,63.5,12.7359085
51.093075,68.5,17.406925
51.042984,72.0,20.957016
50.75007,64.0,13.249931
50.782497,68.0,17.217503
50.73136,66.5,15.768639
51.09641,57.5,6.403591
50.749374,54.0,3.2506256
50.730053,45.5,5.230053
50.772705,51.5,0.7272949
50.730473,51.0,0.26952744
50.98811,73.5,22.51189
50.988113,68.0,17.011887
51.14168,60.0,8.858318
50.74386,59.0,8.256142
50.8763,51.5,0.6236992
51.10673,58.5,7.3932686
50.988087,74.5,23.511913
51.078674,72.0,20.921326
50.7827,72.0,21.2173
50.876534,54.0,3.1234665
50.733543,51.0,0.2664566
50.894318,68.5,17.605682
50.731384,60.0,9.268616
51.134403,63.5,12.365597
50.731567,72.5,21.768433
50.732124,59.5,8.767876
50.893234,51.5,0.60676575
51.027473,57.5,6.4725266
51.027016,71.5,20.472984
50.9535,63.5,12.546501
50.731495,72.0,21.268505
50.864887,50.0,0.86488724
50.977066,73.5,22.522934
51.11778,71.0,19.882221
51.1198,58.5,7.3801994
50.731598,63.5,12.768402
51.027157,66.5,15.472843
50.876907,57.5,6.6230927
51.07432,45.0,6.0743217
50.750618,74.0,23.249382
51.0668,57.0,5.933201
50.793873,72.0,21.206127
50.73118,62.0,11.268822
50.919357,69.5,18.580643
51.15183,65.5,14.348171
51.05014,67.5,16.44986
50.95279,47.0,3.9527893
50.782463,67.0,16.217537
50.73984,58.5,7.7601585
50.929306,64.0,13.070694
51.079044,53.0,1.9209557
51.10749,55.0,3.8925095
51.082577,45.0,6.0825768
50.816006,72.0,21.183994
51.11769,72.0,20.882309
50.918644,55.5,4.581356
51.147614,48.5,2.6476135
51.11047,49.0,2.1104698
51.109146,54.5,3.390854
51.10561,66.0,14.89439
50.731037,59.0,8.268963
51.148193,46.0,5.1481934
51.11835,67.5,16.381649
50.943924,50.0,0.94392395
51.15032,59.5,8.349682
50.811615,45.0,5.811615
50.893353,54.5,3.6066475
50.73128,63.0,12.268719
51.104652,73.0,21.895348
50.73064,53.5,2.7693596
50.735783,53.0,2.2642174
50.736614,68.0,17.263386
50.92939,65.5,14.57061
51.15159,66.5,15.348412
51.117897,70.5,19.382103
51.158035,55.0,3.8419647
50.738922,47.0,3.738922
51.03532,58.5,7.4646797
50.92958,72.0,21.07042
50.736397,62.0,11.263603
50.98818,62.0,11.011822
50.763546,56.0,5.236454
50.731564,71.5,20.768436
50.73003,46.0,4.73003
50.9676,55.5,4.532398
50.84997,53.5,2.6500282
50.744274,67.0,16.255726
51.068546,45.5,5.5685463
51.035233,60.5,9.464767
50.92842,49.0,1.928421
51.050198,66.5,15.449802
51.09387,63.0,11.906132
50.730274,50.0,0.7302742
51.079765,62.5,11.420235
51.094524,73.5,22.405476
50.876743,56.0,5.1232567
50.73128,62.5,11.768719
50.731407,70.0,19.268593
50.967854,70.0,19.032146
50.894142,65.0,14.105858
50.750404,71.5,20.749596
51.107327,65.5,14.3926735
51.07916,67.0,15.920841
51.150375,74.0,22.849625
50.739513,54.0,3.2604866
50.781696,54.5,3.7183037
50.732353,63.0,12.267647
50.78529,45.0,5.78529
50.90369,59.0,8.09631
51.13175,55.5,4.368252
50.793846,70.5,19.706154
50.839096,48.0,2.839096
51.15328,58.5,7.3467216
50.731853,56.0,5.2681465
51.151104,69.0,17.848896
51.155743,60.5,9.344257
51.027298,63.5,12.472702
51.154583,66.5,15.345417
50.730686,53.0,2.2693138
50.90277,48.0,2.902771
50.78161,53.0,2.2183914
51.158592,53.0,1.8414078
51.0768,73.0,21.923199
51.16055,47.5,3.6605492
51.067585,51.5,0.432415
50.839252,50.0,0.8392525
50.74954,56.5,5.7504616
50.826572,74.5,23.673428
51.107536,54.5,3.3924637
51.04428,51.0,0.044281006
50.877007,58.5,7.6229935
50.734463,62.5,11.765537
50.866234,60.5,9.633766
50.76385,59.5,8.736149
50.731567,70.5,19.768433
51.151295,68.0,16.848705
50.892952,49.0,1.892952
50.91794,46.0,4.917938
50.851055,63.5,12.648945
50.764294,67.5,16.735706
50.730267,46.0,4.7302666
51.04532,46.5,4.5453186
50.774036,72.5,21.725964
50.7404,68.0,17.259602
50.73015,47.0,3.7301483
51.079178,52.0,0.92082214
50.732567,69.5,18.767433
50.967422,48.0,2.9674225
51.034885,67.0,15.965115
51.094677,72.0,20.905323
51.130657,61.0,9.869343
50.997746,63.5,12.5022545
50.735886,55.5,4.7641144
51.07887,53.5,2.4211311
50.75017,65.0,14.249828
50.746372,45.0,5.746372
51.156204,58.5,7.343796
50.9185,53.5,2.581501
51.122322,45.5,5.622322
50.733707,52.5,1.7662926
51.009872,56.5,5.4901276
50.953575,66.0,15.046425
50.967396,46.5,4.467396
50.73396,57.0,6.266041
51.05072,59.5,8.44928
51.133774,67.5,16.366226
51.14105,63.0,11.858952
50.731567,71.5,20.768433
50.929104,59.0,8.070896
51.095814,62.5,11.404186
51.134117,65.5,14.365883
51.154545,53.5,2.3454552
51.044754,47.0,4.044754
50.94406,52.5,1.5559387
50.740757,74.0,23.259243
50.730236,48.0,2.730236
50.944763,70.5,19.555237
51.05138,52.0,0.94861984
50.976967,52.0,1.0230331
50.893143,50.5,0.3931427
50.7828,74.0,23.217201
51.035583,53.5,2.4644165
50.736862,72.0,21.263138
51.109013,48.5,2.6090126
50.848713,45.5,5.348713
51.079983,47.5,3.5799828
50.73109,61.5,10.768909
51.06813,48.0,3.0681305
50.893333,54.0,3.1066666
51.15429,46.5,4.6542892
51.134945,60.5,9.365055
51.027096,67.0,15.972904
50.731445,70.0,19.268555
51.121075,53.0,1.8789253
50.904007,63.0,12.095993
51.009987,53.0,1.9900131
50.904125,65.5,14.595875
50.988045,52.5,1.5119553
50.903774,60.0,9.096226
50.86663,67.0,16.13337
50.9675,52.0,1.0325012
50.953186,55.0,4.046814
50.73248,68.0,17.26752
50.839527,45.5,5.339527
51.15007,60.5,9.34993
50.730278,47.5,3.230278
50.816074,73.5,22.683926
50.814354,50.0,0.81435394
51.035477,56.0,4.9645233
50.740574,71.5,20.759426
50.781986,58.5,7.718014
50.73003,45.5,5.23003
51.02789,49.5,1.5278893
50.740475,69.5,18.759525
50.866505,64.0,13.133495
51.121857,50.0,1.1218567
50.744495,73.0,22.255505
51.01017,48.0,3.01017
50.840546,67.0,16.159454
50.803226,67.0,16.196774
50.929432,67.5,16.570568
50.73052,48.0,2.7305183
51.14001,69.0,17.85999
51.144066,62.0,10.855934
51.01669,62.5,11.483311
51.094353,59.0,7.9056473
51.028164,47.0,4.028164
51.03573,52.5,1.4642715
51.123016,46.5,4.6230164
50.744385,69.5,18.755615
51.03631,46.5,4.5363083
51.09472,57.0,5.905281
50.850655,59.0,8.149345
50.988075,55.5,4.5119247
50.793404,62.0,11.206596
50.7503,70.0,19.249699
50.793606,66.5,15.706394
50.97684,48.5,2.476841
51.141945,58.5,7.358055
51.068005,48.5,2.5680046
50.7311,46.5,4.231098
50.73465,68.0,17.26535
50.730606,53.5,2.769394
50.750027,63.5,12.749973
50.8661,59.0,8.1339
50.953495,64.5,13.546505
50.730312,49.0,1.7303123
51.142612,70.5,19.357388
50.730694,53.0,2.2693062
51.009968,52.0,0.9900322
51.094006,62.0,10.905994
50.74313,50.5,0.24312973
50.81542,61.5,10.684582
50.904167,69.5,18.595833
51.148346,46.5,4.648346
50.893467,56.5,5.606533
51.09631,58.5,7.4036903
51.131645,56.0,4.868355
51.129803,65.5,14.370197
50.91827,49.5,1.4182701
51.121338,52.0,0.8786621
50.735928,55.0,4.2640724
51.043495,60.5,9.456505
50.736458,63.5,12.763542
50.730656,52.5,1.7693443
50.74062,72.5,21.75938
50.79206,48.0,2.7920609
50.82477,48.5,2.324772
50.988064,56.0,5.011936
50.78155,52.5,1.7184486
51.00996,54.0,2.9900398
51.12244,71.5,20.37756
51.15522,63.0,11.84478
51.129917,64.5,13.370083
50.74962,57.5,6.7503815
50.80307,62.0,11.19693
50.73017,47.0,3.7301712
50.80325,66.0,15.196751
51.12273,47.5,3.6227303
50.944157,56.0,5.0558434
50.92902,58.5,7.57098
51.156788,60.0,8.843212
51.035397,57.5,6.4646034
50.953083,53.0,2.046917
50.740013,60.5,9.759987
50.744076,63.0,12.255924
50.792625,52.5,1.7073746
50.740105,45.0,5.7401047
51.049767,73.0,21.950233
50.99774,61.0,10.002258
50.815464,62.0,11.184536
50.99786,50.0,0.99785995
51.121075,53.0,1.8789253
50.73095,53.0,2.2690506
50.876945,58.0,7.1230545
50.73166,65.0,14.268341
50.730022,46.0,4.7300224
50.944637,68.0,17.055363
50.92919,61.0,10.070808
50.875847,48.5,2.3758469
50.997765,59.0,8.002235
50.733334,49.0,1.7333336
50.9976,73.5,22.5024
50.77385,68.0,17.22615
50.944366,60.5,9.555634
51.009697,71.0,19.990303
50.918667,55.0,4.081333
51.140835,64.0,12.859165
51.12489,56.5,5.3751106
50.814564,51.5,0.68543625
50.730698,53.0,2.2693024
50.736614,45.0,5.736614
51.155987,64.0,12.844013
51.156906,59.5,8.343094
50.953228,57.5,6.546772
50.877712,74.5,23.622288
51.03534,59.0,7.9646606
50.86693,70.5,19.633072
50.803215,66.5,15.696785
51.137157,51.5,0.36284256
51.12888,71.0,19.87112
50.92917,60.5,9.570831
51.12062,55.0,3.8793793
51.063587,49.0,2.0635872
51.10767,63.0,11.89233
50.928703,53.0,2.0712967
50.801975,50.0,0.80197525
51.12765,46.5,4.627651
50.75691,64.5,13.743092
50.73171,74.5,23.768291
51.02711,67.5,16.472889
50.894096,64.5,13.605904
50.773926,69.0,18.226074
50.74924,52.5,1.7507591
50.755592,48.5,2.2555923
50.893227,52.0,1.1067734
51.120667,54.5,3.3793335
51.06744,52.5,1.43256
51.049862,71.5,20.450138
50.976845,48.0,2.9768448
51.010017,51.0,0.010017395
50.77368,62.5,11.726318
50.734627,67.5,16.765373
50.89417,65.5,14.605831
50.736103,58.0,7.263897
51.079952,60.5,9.420048
51.065628,69.0,17.934372
50.997917,46.0,4.997917
51.120285,56.0,4.879715
50.99775,64.0,13.002251
50.988125,55.0,4.011875
50.74296,49.5,1.2429619
50.82649,72.5,21.673512
51.122086,74.5,23.377914
51.15403,69.5,18.34597
50.840744,70.0,19.159256
51.016384,67.5,16.483616
51.137737,49.5,1.6377373
50.967552,54.0,3.0324478
50.731388,60.5,9.768612
50.929363,66.5,15.570637
51.043526,60.0,8.956474
50.772614,50.5,0.27261353
51.06661,59.0,7.9333916
50.78042,45.0,5.7804184
50.731297,64.0,13.268703
50.78132,50.5,0.28131866
51.14301,68.0,16.85699
50.892803,47.5,3.3928032
50.730587,52.0,1.269413
51.065853,66.5,15.434147
50.739178,50.0,0.7391777
50.801765,47.5,3.3017654
51.050343,64.5,13.449657
50.731544,73.0,22.268456
50.87667,55.5,4.623329
51.1245,58.5,7.3754997
50.76405,62.0,11.23595
50.736244,60.0,9.263756
50.967896,66.0,15.0321045
51.110325,49.5,1.6103249
50.73659,66.5,15.763409
50.73123,63.5,12.768768
50.730873,57.0,6.269127
50.9976,74.5,23.5024
51.159508,50.0,1.1595078
50.967827,67.0,16.032173
50.814194,48.5,2.3141937
51.122852,47.0,4.1228523
50.730816,57.0,6.269184
51.12976,66.0,14.870239
51.093388,66.0,14.906612
51.016308,45.5,5.516308
50.84033,63.0,12.159672
50.81601,72.5,21.68399
50.772667,51.0,0.22733307
50.903416,56.5,5.5965843
50.866737,67.5,16.633263
50.94403,52.0,1.0559692
51.144787,48.5,2.6447868
51.095303,66.5,15.404697
50.764378,71.0,20.235622
50.757244,71.5,20.742756
50.82582,60.0,9.174179
50.792583,52.0,1.2074165
50.73176,67.5,16.768242
51.151222,55.5,4.348778
50.731117,60.0,9.268883
51.009876,60.0,8.990124
51.035984,50.0,1.035984
51.03501,64.5,13.464989
50.74357,55.5,4.7564316
50.839176,48.5,2.3391762
50.77368,63.5,12.726318
50.73084,51.5,0.7691612
51.061283,74.0,22.938717
50.944683,70.0,19.055317
51.14411,50.5,0.64411163
51.077675,63.5,12.422325
50.87745,66.0,15.122551
50.731415,69.0,18.268585
50.75697,65.0,14.243031
50.876186,50.5,0.37618637
50.90438,73.5,22.59562
51.034805,69.5,18.465195
50.903347,55.5,4.596653
51.034897,68.5,17.465103
50.99764,70.0,19.002361
51.15586,60.0,8.844139
50.75019,66.0,15.249809
50.73148,69.5,18.76852
51.130142,63.5,12.369858
50.81478,54.0,3.1852188
50.731476,69.5,18.768524
50.730415,47.0,3.7304153
