,Unnamed: 0,epoch,loss
74,74.0,1,10279.8759765625
75,75.0,1,12070.63671875
76,76.0,1,8524.490234375
77,77.0,1,10423.2109375
78,78.0,1,7099.8515625
79,79.0,1,6427.201171875
80,80.0,1,5989.7529296875
81,81.0,1,7919.47265625
82,82.0,1,7403.1826171875
83,83.0,1,6691.4169921875
84,84.0,1,6762.9443359375
85,85.0,1,6195.94873046875
86,86.0,1,6934.9970703125
87,87.0,1,10389.14453125
88,88.0,1,7890.41650390625
89,89.0,1,7081.14697265625
90,90.0,1,5323.81591796875
91,91.0,1,6214.7744140625
92,92.0,1,6979.8466796875
93,93.0,1,5586.65625
94,94.0,1,4788.5869140625
95,95.0,1,4656.716796875
96,96.0,1,5333.669921875
97,97.0,1,4616.8857421875
98,98.0,1,4469.00537109375
99,99.0,1,3852.179443359375
100,100.0,1,3942.8330078125
101,101.0,1,4929.17236328125
102,102.0,1,3856.254638671875
103,103.0,1,4603.8896484375
104,104.0,1,4880.2529296875
105,105.0,1,4227.60693359375
106,106.0,1,3033.724853515625
107,107.0,1,3757.183837890625
108,108.0,1,4321.353515625
109,109.0,1,4434.6689453125
110,110.0,1,3515.25146484375
111,111.0,1,3765.5537109375
112,112.0,1,2918.23095703125
113,113.0,1,4262.037109375
114,114.0,1,2954.488037109375
115,115.0,1,2857.56494140625
116,116.0,1,2549.907470703125
117,117.0,1,2404.564697265625
118,118.0,1,3018.5908203125
119,119.0,1,2506.10400390625
120,120.0,1,3655.326171875
121,121.0,1,3406.5283203125
122,122.0,1,2775.61474609375
123,123.0,1,4205.0615234375
124,124.0,1,3164.9453125
125,125.0,1,1993.4326171875
126,126.0,1,2724.564697265625
127,127.0,1,2884.53271484375
128,128.0,1,1820.57861328125
129,129.0,1,3274.94970703125
130,130.0,1,3085.69287109375
131,131.0,1,2371.7255859375
132,132.0,1,2727.56005859375
133,133.0,1,2681.1298828125
134,134.0,1,3301.4345703125
135,135.0,1,815.8433837890625
136,136.0,1,1623.86376953125
137,137.0,1,2658.775390625
138,138.0,1,829.9393920898438
139,139.0,1,1623.78857421875
140,140.0,1,1533.3193359375
141,141.0,1,1343.281494140625
142,142.0,1,1653.2423095703125
143,143.0,1,1257.5596923828125
144,144.0,1,1327.731201171875
145,145.0,1,970.4608764648438
146,146.0,1,1487.6044921875
147,147.0,1,840.190185546875
148,148.0,1,558.9512939453125
149,149.0,1,365.1021728515625
150,150.0,1,784.9647216796875
151,151.0,1,1511.81787109375
152,152.0,1,1433.860107421875
153,153.0,1,1368.843994140625
154,154.0,1,1317.80126953125
155,155.0,1,1316.63623046875
156,156.0,1,575.1910400390625
157,157.0,1,863.6148681640625
158,158.0,1,703.0158081054688
159,159.0,1,615.5447387695312
160,160.0,1,433.6985168457031
161,161.0,1,542.23876953125
162,162.0,1,546.8037109375
163,163.0,1,331.1019287109375
164,164.0,1,522.0584716796875
165,165.0,1,512.5001220703125
166,166.0,1,581.58984375
167,167.0,1,621.9357299804688
168,168.0,1,312.24822998046875
169,169.0,1,501.6003112792969
170,170.0,1,780.72705078125
171,171.0,1,651.8902587890625
172,172.0,1,610.8271484375
173,173.0,1,717.696044921875
174,174.0,1,537.5286254882812
175,175.0,1,1240.8377685546875
176,176.0,1,844.194580078125
177,177.0,1,896.4013671875
178,178.0,1,1006.3517456054688
179,179.0,1,885.92626953125
180,180.0,1,911.3773193359376
181,181.0,1,546.4610595703125
182,182.0,1,605.1641845703125
183,183.0,1,1040.0413818359375
184,184.0,1,1319.81982421875
185,185.0,1,969.4642333984376
186,186.0,1,454.9815673828125
187,187.0,1,499.2072143554688
188,188.0,1,896.6945190429688
189,189.0,1,520.6196899414062
190,190.0,1,508.08978271484375
191,191.0,1,338.26202392578125
192,192.0,1,616.3839111328125
193,193.0,1,332.80517578125
194,194.0,1,296.0277404785156
195,195.0,1,487.8369140625
196,196.0,1,552.455810546875
197,197.0,1,800.4103393554688
198,198.0,1,860.9678955078125
199,199.0,1,339.99444580078125
200,200.0,1,683.839111328125
201,201.0,1,955.7802124023438
202,202.0,1,433.3410339355469
203,203.0,1,339.3367614746094
204,204.0,1,610.1671142578125
205,205.0,1,394.6580810546875
206,206.0,1,524.5802612304688
207,207.0,1,610.89990234375
208,208.0,1,500.0201721191406
209,209.0,1,414.3919372558594
210,210.0,1,350.5835266113281
211,211.0,1,538.8480224609375
212,212.0,1,720.498046875
213,213.0,1,612.50244140625
214,214.0,1,515.837890625
215,215.0,1,441.1886291503906
216,216.0,1,660.6671752929688
217,217.0,1,363.897705078125
218,218.0,1,418.0764465332031
219,219.0,1,357.3212280273437
220,220.0,2,404.6061401367188
221,221.0,2,605.8765258789062
222,222.0,2,619.326416015625
223,223.0,2,554.97900390625
224,224.0,2,405.9617919921875
225,225.0,2,382.2041015625
226,226.0,2,371.4976196289063
227,227.0,2,195.44000244140625
228,228.0,2,485.5845642089844
229,229.0,2,770.4266357421875
230,230.0,2,630.986083984375
231,231.0,2,411.02239990234375
232,232.0,2,645.608154296875
233,233.0,2,311.423583984375
234,234.0,2,441.7151184082031
235,235.0,2,336.224853515625
236,236.0,2,139.55604553222656
237,237.0,2,368.7457885742188
238,238.0,2,393.23046875
239,239.0,2,718.405517578125
240,240.0,2,514.1659545898438
241,241.0,2,752.6611938476562
242,242.0,2,670.4164428710938
243,243.0,2,355.6942749023437
244,244.0,2,1227.9443359375
245,245.0,2,683.84716796875
246,246.0,2,858.4246826171875
247,247.0,2,1046.3909912109375
248,248.0,2,509.94573974609375
249,249.0,2,541.2752075195312
250,250.0,2,555.4248046875
251,251.0,2,716.8125
252,252.0,2,505.2764892578125
253,253.0,2,420.5501708984375
254,254.0,2,525.3367309570312
255,255.0,2,441.25531005859375
256,256.0,2,323.3594970703125
257,257.0,2,640.383056640625
258,258.0,2,799.365478515625
259,259.0,2,542.4614868164062
260,260.0,2,878.712890625
261,261.0,2,351.2512512207031
262,262.0,2,312.5783996582031
263,263.0,2,280.16680908203125
264,264.0,2,299.4076538085937
265,265.0,2,730.5065307617188
266,266.0,2,572.1270141601562
267,267.0,2,672.9063720703125
268,268.0,2,212.6875915527344
269,269.0,2,466.057373046875
270,270.0,2,592.916015625
271,271.0,2,377.0296020507813
272,272.0,2,594.3237915039062
273,273.0,2,595.710205078125
274,274.0,2,353.556884765625
275,275.0,2,269.6651611328125
276,276.0,2,307.3870849609375
277,277.0,2,694.947509765625
278,278.0,2,264.0062866210937
279,279.0,2,346.976318359375
280,280.0,2,202.8696136474609
281,281.0,2,550.9512939453125
282,282.0,2,246.9456787109375
283,283.0,2,287.0025634765625
284,284.0,2,214.10873413085935
285,285.0,2,506.7525634765625
286,286.0,2,222.11463928222656
287,287.0,2,533.58740234375
288,288.0,2,193.29718017578125
289,289.0,2,364.37591552734375
290,290.0,2,300.17352294921875
291,291.0,2,259.1771850585937
292,292.0,2,265.26788330078125
293,293.0,2,657.1323852539062
294,294.0,2,499.41162109375
295,295.0,2,378.1966857910156
296,296.0,2,331.07354736328125
297,297.0,2,280.5439453125
298,298.0,2,315.7024230957031
299,299.0,2,270.30767822265625
300,300.0,2,565.9365234375
301,301.0,2,430.9443359375
302,302.0,2,451.57122802734375
303,303.0,2,399.8707275390625
304,304.0,2,297.202392578125
305,305.0,2,252.1341552734375
306,306.0,2,712.2421875
307,307.0,2,528.0413208007812
308,308.0,2,757.7709350585938
309,309.0,2,1032.653076171875
310,310.0,2,601.426513671875
311,311.0,2,530.1620483398438
312,312.0,2,549.4550170898438
313,313.0,2,526.5350341796875
314,314.0,2,563.7720947265625
315,315.0,2,266.48046875
316,316.0,2,532.3203735351562
317,317.0,2,535.9891357421875
318,318.0,2,735.4083251953125
319,319.0,2,861.9251708984375
320,320.0,2,764.19775390625
321,321.0,2,626.3931274414062
322,322.0,2,594.7283325195312
323,323.0,2,343.948486328125
324,324.0,2,332.43145751953125
325,325.0,2,279.20391845703125
326,326.0,2,422.9328918457031
327,327.0,2,490.48150634765625
328,328.0,2,621.797119140625
329,329.0,2,439.1696166992188
330,330.0,2,276.6342163085937
331,331.0,2,415.1556091308594
332,332.0,2,425.9925537109375
333,333.0,2,700.006103515625
334,334.0,2,633.208251953125
335,335.0,2,871.3221435546875
336,336.0,2,591.6263427734375
337,337.0,2,304.0608215332031
338,338.0,2,304.0440673828125
339,339.0,2,426.2158508300781
340,340.0,2,517.4971313476562
341,341.0,2,416.4183349609375
342,342.0,2,295.3612670898437
343,343.0,2,338.30731201171875
344,344.0,2,452.7385864257813
345,345.0,2,301.75103759765625
346,346.0,2,434.22503662109375
347,347.0,2,279.8660583496094
348,348.0,2,618.6444091796875
349,349.0,2,615.59423828125
350,350.0,2,357.23828125
351,351.0,2,306.9423522949219
352,352.0,2,413.0709228515625
353,353.0,2,310.53955078125
354,354.0,2,465.4290161132813
355,355.0,2,447.9630737304688
356,356.0,2,313.5887145996094
357,357.0,2,325.970703125
358,358.0,2,426.7685241699219
359,359.0,2,870.3040771484375
360,360.0,2,1139.7960205078125
361,361.0,2,543.4638061523438
362,362.0,2,622.997802734375
363,363.0,2,496.099609375
364,364.0,2,459.2493286132813
365,365.0,2,463.8854370117188
366,366.0,2,441.5436096191406
367,367.0,2,735.6226806640625
368,368.0,2,808.2465209960938
369,369.0,2,667.4036865234375
370,370.0,2,564.92822265625
371,371.0,2,656.583251953125
372,372.0,2,269.9028625488281
373,373.0,2,351.48785400390625
374,374.0,2,968.2196044921876
375,375.0,2,406.40478515625
376,376.0,2,588.4014892578125
377,377.0,2,247.40023803710935
378,378.0,2,534.15625
379,379.0,2,471.4908752441406
380,380.0,2,599.6407470703125
381,381.0,2,345.16241455078125
382,382.0,2,551.2269287109375
383,383.0,2,572.3898315429688
384,384.0,2,884.35107421875
385,385.0,2,458.9344177246094
386,386.0,2,345.3564147949219
387,387.0,2,467.3341369628906
388,388.0,2,307.6602783203125
389,389.0,2,431.678466796875
390,390.0,2,562.8745727539062
391,391.0,2,563.0249633789062
392,392.0,2,271.7630310058594
393,393.0,2,188.73956298828125
394,394.0,2,438.5146484375
395,395.0,2,538.9830322265625
396,396.0,2,452.2822570800781
397,397.0,2,460.6234130859375
398,398.0,2,440.0700988769531
399,399.0,2,390.25299072265625
400,400.0,2,546.5804443359375
401,401.0,2,471.5502014160156
402,402.0,2,406.7550048828125
403,403.0,2,358.671142578125
404,404.0,2,291.2250366210937
405,405.0,2,393.46966552734375
406,406.0,2,228.9791717529297
407,407.0,2,147.60659790039062
408,408.0,2,352.51043701171875
409,409.0,2,190.56564331054688
410,410.0,2,302.0528564453125
411,411.0,2,463.887939453125
412,412.0,2,574.2843627929688
413,413.0,2,349.62176513671875
414,414.0,2,226.55511474609372
415,415.0,2,462.272216796875
416,416.0,2,339.7520751953125
417,417.0,2,439.4703979492188
418,418.0,2,448.98675537109375
419,419.0,2,510.9315490722656
420,420.0,2,475.5842895507813
421,421.0,2,352.939208984375
422,422.0,2,551.4944458007812
423,423.0,2,436.0455627441406
424,424.0,2,519.8111572265625
425,425.0,2,376.567138671875
426,426.0,2,813.4674682617188
427,427.0,2,660.0508422851562
428,428.0,2,451.7796630859375
429,429.0,2,484.9867858886719
430,430.0,2,385.5472106933594
431,431.0,2,504.9590759277344
432,432.0,2,300.88677978515625
433,433.0,2,502.3240356445313
434,434.0,2,373.5952758789063
435,435.0,2,328.36114501953125
436,436.0,2,234.83059692382807
437,437.0,2,456.369873046875
438,438.0,2,370.6236267089844
439,439.0,2,304.3959350585937
440,440.0,3,262.736083984375
441,441.0,3,141.57240295410156
442,442.0,3,350.1245422363281
443,443.0,3,260.1994934082031
444,444.0,3,215.12608337402344
445,445.0,3,353.25604248046875
446,446.0,3,224.0953063964844
447,447.0,3,250.13629150390625
448,448.0,3,379.9986572265625
449,449.0,3,157.19186401367188
450,450.0,3,290.84783935546875
451,451.0,3,373.1336669921875
452,452.0,3,356.0468139648437
453,453.0,3,279.26885986328125
454,454.0,3,199.52581787109372
455,455.0,3,381.6678466796875
456,456.0,3,538.1840209960938
457,457.0,3,702.5489501953125
458,458.0,3,383.20416259765625
459,459.0,3,265.5634155273437
460,460.0,3,341.12567138671875
461,461.0,3,390.7192993164063
462,462.0,3,732.628662109375
463,463.0,3,496.600341796875
464,464.0,3,180.49365234375
465,465.0,3,187.87081909179688
466,466.0,3,429.9122314453125
467,467.0,3,1159.12109375
468,468.0,3,606.5833740234375
469,469.0,3,281.4406433105469
470,470.0,3,389.8640747070313
471,471.0,3,373.43402099609375
472,472.0,3,403.6990966796875
473,473.0,3,349.74395751953125
474,474.0,3,329.996337890625
475,475.0,3,562.3282470703125
476,476.0,3,262.74334716796875
477,477.0,3,369.915283203125
478,478.0,3,318.10626220703125
479,479.0,3,357.9442749023437
480,480.0,3,229.20523071289065
481,481.0,3,278.21826171875
482,482.0,3,393.8453979492188
483,483.0,3,337.5797119140625
484,484.0,3,204.4639587402344
485,485.0,3,201.8254852294922
486,486.0,3,311.1303405761719
487,487.0,3,259.47265625
488,488.0,3,314.7570495605469
489,489.0,3,216.23403930664065
490,490.0,3,390.03228759765625
491,491.0,3,458.3326416015625
492,492.0,3,470.4366149902344
493,493.0,3,471.4527893066406
494,494.0,3,222.89682006835935
495,495.0,3,519.1317749023438
496,496.0,3,412.9803161621094
497,497.0,3,464.542724609375
498,498.0,3,516.4573974609375
499,499.0,3,269.5315856933594
500,500.0,3,396.9071044921875
501,501.0,3,342.9921875
502,502.0,3,463.5759887695313
503,503.0,3,375.77294921875
504,504.0,3,319.76129150390625
505,505.0,3,374.43212890625
506,506.0,3,320.9198913574219
507,507.0,3,525.46044921875
508,508.0,3,473.6301879882813
509,509.0,3,436.5439147949219
510,510.0,3,314.47576904296875
511,511.0,3,300.5322265625
512,512.0,3,372.3108215332031
513,513.0,3,217.9026641845703
514,514.0,3,287.5980834960937
515,515.0,3,347.45526123046875
516,516.0,3,603.2469482421875
517,517.0,3,314.35406494140625
518,518.0,3,340.8194580078125
519,519.0,3,224.6690826416016
520,520.0,3,297.0336303710937
521,521.0,3,253.8114776611328
522,522.0,3,201.08917236328125
523,523.0,3,204.9033203125
524,524.0,3,315.31982421875
525,525.0,3,222.78672790527344
526,526.0,3,286.23388671875
527,527.0,3,276.05889892578125
528,528.0,3,309.5148010253906
529,529.0,3,425.0718383789063
530,530.0,3,404.0037231445313
531,531.0,3,189.7353515625
532,532.0,3,451.615478515625
533,533.0,3,561.87939453125
534,534.0,3,209.56016540527344
535,535.0,3,260.2417907714844
536,536.0,3,212.18405151367188
537,537.0,3,251.14468383789065
538,538.0,3,291.1806030273437
539,539.0,3,393.967041015625
540,540.0,3,307.3329467773437
541,541.0,3,243.2413787841797
542,542.0,3,374.6935729980469
543,543.0,3,354.2529296875
544,544.0,3,530.3126220703125
545,545.0,3,176.72775268554688
546,546.0,3,223.68565368652344
547,547.0,3,262.8975524902344
548,548.0,3,476.0553588867188
549,549.0,3,944.794189453125
550,550.0,3,521.0559692382812
551,551.0,3,325.07794189453125
552,552.0,3,322.2846374511719
553,553.0,3,256.4256896972656
554,554.0,3,229.43148803710935
555,555.0,3,420.4130859375
556,556.0,3,198.20266723632807
557,557.0,3,197.91653442382807
558,558.0,3,275.37091064453125
559,559.0,3,370.7548828125
560,560.0,3,429.6730346679688
561,561.0,3,178.0761260986328
562,562.0,3,127.20852661132812
563,563.0,3,181.1655120849609
564,564.0,3,224.0101318359375
565,565.0,3,98.50569152832033
566,566.0,3,236.70965576171875
567,567.0,3,128.81704711914062
568,568.0,3,174.3577117919922
569,569.0,3,219.96885681152344
570,570.0,3,326.24322509765625
571,571.0,3,407.4811096191406
572,572.0,3,292.379638671875
573,573.0,3,229.84722900390625
574,574.0,3,154.0643310546875
575,575.0,3,177.47308349609375
576,576.0,3,168.78521728515625
577,577.0,3,113.60292053222656
578,578.0,3,140.57098388671875
579,579.0,3,181.1005096435547
580,580.0,3,153.55580139160156
581,581.0,3,255.9792938232422
582,582.0,3,208.310791015625
583,583.0,3,288.50616455078125
584,584.0,3,207.65301513671875
585,585.0,3,215.89064025878903
586,586.0,3,199.1925506591797
587,587.0,3,237.59295654296875
588,588.0,3,253.8076934814453
589,589.0,3,222.4112548828125
590,590.0,3,443.0309753417969
591,591.0,3,661.5103759765625
592,592.0,3,694.0595703125
593,593.0,3,993.4409790039062
594,594.0,3,826.3902587890625
595,595.0,3,812.2640991210938
596,596.0,3,191.7645568847656
597,597.0,3,606.675048828125
598,598.0,3,601.975341796875
599,599.0,3,867.8912963867188
600,600.0,3,275.59912109375
601,601.0,3,245.66839599609372
602,602.0,3,332.2235717773437
603,603.0,3,285.81085205078125
604,604.0,3,378.04443359375
605,605.0,3,535.0908203125
606,606.0,3,572.678466796875
607,607.0,3,635.0800170898438
608,608.0,3,427.836181640625
609,609.0,3,269.4501953125
610,610.0,3,565.1660766601562
611,611.0,3,355.0094299316406
612,612.0,3,220.36526489257807
613,613.0,3,229.15554809570312
614,614.0,3,369.67376708984375
615,615.0,3,423.6006774902344
616,616.0,3,592.5238037109375
617,617.0,3,323.52490234375
618,618.0,3,305.71417236328125
619,619.0,3,289.3305053710937
620,620.0,3,361.08502197265625
621,621.0,3,419.4667663574219
622,622.0,3,343.50244140625
623,623.0,3,440.16943359375
624,624.0,3,173.20697021484375
625,625.0,3,227.4385681152344
626,626.0,3,502.77044677734375
627,627.0,3,258.1115417480469
628,628.0,3,317.5057983398437
629,629.0,3,345.2919311523437
630,630.0,3,329.64422607421875
631,631.0,3,402.0181579589844
632,632.0,3,499.0484313964844
633,633.0,3,304.3847045898437
634,634.0,3,378.2908630371094
635,635.0,3,441.6805419921875
636,636.0,3,272.8858337402344
637,637.0,3,265.51873779296875
638,638.0,3,417.89202880859375
639,639.0,3,347.0779724121094
640,640.0,3,335.23248291015625
641,641.0,3,272.22320556640625
642,642.0,3,301.1200866699219
643,643.0,3,287.91357421875
644,644.0,3,247.853759765625
645,645.0,3,286.96002197265625
646,646.0,3,242.917724609375
647,647.0,3,376.407958984375
648,648.0,3,324.66851806640625
649,649.0,3,283.06500244140625
650,650.0,3,371.97564697265625
651,651.0,3,364.7073059082031
652,652.0,3,246.7460784912109
653,653.0,3,479.4202270507813
654,654.0,3,588.84423828125
655,655.0,3,702.8065185546875
656,656.0,3,523.9349365234375
657,657.0,3,364.946044921875
658,658.0,3,323.0663452148437
659,659.0,3,411.2034606933594
660,660.0,4,542.5631713867188
661,661.0,4,244.9766998291016
662,662.0,4,221.6236267089844
663,663.0,4,167.5480499267578
664,664.0,4,283.2723999023437
665,665.0,4,286.0619812011719
666,666.0,4,286.0137023925781
667,667.0,4,329.3232421875
668,668.0,4,409.80950927734375
669,669.0,4,367.156494140625
670,670.0,4,473.9542541503906
671,671.0,4,455.2432861328125
672,672.0,4,512.629638671875
673,673.0,4,450.2390747070313
674,674.0,4,299.3795471191406
675,675.0,4,484.0335693359375
676,676.0,4,416.7455139160156
677,677.0,4,273.4959716796875
678,678.0,4,163.45260620117188
679,679.0,4,248.51622009277344
680,680.0,4,399.11474609375
681,681.0,4,277.9369506835937
682,682.0,4,247.63943481445312
683,683.0,4,329.79425048828125
684,684.0,4,438.4017333984375
685,685.0,4,342.2103881835937
686,686.0,4,349.5528564453125
687,687.0,4,367.42138671875
688,688.0,4,307.0418395996094
689,689.0,4,285.4784545898437
690,690.0,4,167.42257690429688
691,691.0,4,206.40667724609372
692,692.0,4,173.59007263183594
693,693.0,4,243.9573974609375
694,694.0,4,302.1318359375
695,695.0,4,205.9440155029297
696,696.0,4,206.7799224853516
697,697.0,4,244.177734375
698,698.0,4,275.1648254394531
699,699.0,4,207.92794799804688
700,700.0,4,183.44212341308597
701,701.0,4,157.17697143554688
702,702.0,4,151.8367919921875
703,703.0,4,235.93255615234372
704,704.0,4,312.3373413085937
705,705.0,4,305.0005798339844
706,706.0,4,480.3956298828125
707,707.0,4,328.03094482421875
708,708.0,4,294.1444091796875
709,709.0,4,267.66680908203125
710,710.0,4,306.6158142089844
711,711.0,4,402.20111083984375
712,712.0,4,314.192626953125
713,713.0,4,371.5181274414063
714,714.0,4,427.6529235839844
715,715.0,4,526.5951538085938
716,716.0,4,629.19287109375
717,717.0,4,391.6960754394531
718,718.0,4,403.9204711914063
719,719.0,4,363.7214660644531
720,720.0,4,232.46270751953125
721,721.0,4,219.20162963867188
722,722.0,4,392.6009521484375
723,723.0,4,143.1033935546875
724,724.0,4,193.71255493164065
725,725.0,4,197.9149475097656
726,726.0,4,218.1173858642578
727,727.0,4,288.89532470703125
728,728.0,4,338.2485656738281
729,729.0,4,259.7452087402344
730,730.0,4,282.71905517578125
731,731.0,4,250.3520965576172
732,732.0,4,217.03973388671875
733,733.0,4,208.39187622070312
734,734.0,4,320.222412109375
735,735.0,4,297.4731750488281
736,736.0,4,271.3215637207031
737,737.0,4,113.28697967529295
738,738.0,4,180.541015625
739,739.0,4,225.09262084960935
740,740.0,4,301.0443725585937
741,741.0,4,198.36167907714844
742,742.0,4,230.80935668945312
743,743.0,4,147.58529663085938
744,744.0,4,122.9005126953125
745,745.0,4,268.3525085449219
746,746.0,4,284.63201904296875
747,747.0,4,269.9771423339844
748,748.0,4,256.2250671386719
749,749.0,4,252.67971801757807
750,750.0,4,164.1386260986328
751,751.0,4,277.8185729980469
752,752.0,4,383.3563232421875
753,753.0,4,373.4914855957031
754,754.0,4,319.07794189453125
755,755.0,4,317.66845703125
756,756.0,4,344.83935546875
757,757.0,4,377.1492919921875
758,758.0,4,249.1112060546875
759,759.0,4,254.98794555664065
760,760.0,4,414.5149536132813
761,761.0,4,368.1305541992188
762,762.0,4,433.9617309570313
763,763.0,4,486.6959533691406
764,764.0,4,222.63499450683597
765,765.0,4,166.0621337890625
766,766.0,4,398.61669921875
767,767.0,4,664.6622924804688
768,768.0,4,439.3974609375
769,769.0,4,258.9320678710937
770,770.0,4,491.1275024414063
771,771.0,4,229.65951538085935
772,772.0,4,165.48098754882812
773,773.0,4,175.836669921875
774,774.0,4,263.3222045898437
775,775.0,4,275.5030517578125
776,776.0,4,160.15811157226562
777,777.0,4,198.6037750244141
778,778.0,4,162.35614013671875
779,779.0,4,333.4082946777344
780,780.0,4,94.75550842285156
781,781.0,4,158.034912109375
782,782.0,4,222.13653564453125
783,783.0,4,190.56283569335935
784,784.0,4,200.90782165527344
785,785.0,4,171.11244201660156
786,786.0,4,138.93685913085938
787,787.0,4,144.06715393066406
788,788.0,4,172.79104614257812
789,789.0,4,144.40927124023438
790,790.0,4,97.7019500732422
791,791.0,4,183.43109130859372
792,792.0,4,162.47918701171875
793,793.0,4,148.43630981445312
794,794.0,4,128.21762084960938
795,795.0,4,196.12289428710935
796,796.0,4,200.92974853515625
797,797.0,4,201.5759735107422
798,798.0,4,127.3857192993164
799,799.0,4,132.20404052734375
800,800.0,4,100.75257873535156
801,801.0,4,179.66448974609375
802,802.0,4,193.45016479492188
803,803.0,4,145.49343872070312
804,804.0,4,175.7708282470703
805,805.0,4,130.1068115234375
806,806.0,4,268.29791259765625
807,807.0,4,259.9497375488281
808,808.0,4,179.05953979492188
809,809.0,4,317.437744140625
810,810.0,4,152.468017578125
811,811.0,4,99.22576904296876
812,812.0,4,264.0506286621094
813,813.0,4,351.1155090332031
814,814.0,4,456.137451171875
815,815.0,4,308.69586181640625
816,816.0,4,368.2371826171875
817,817.0,4,275.606689453125
818,818.0,4,430.4915466308594
819,819.0,4,440.2756958007813
820,820.0,4,349.1083984375
821,821.0,4,255.1778564453125
822,822.0,4,230.27281188964844
823,823.0,4,205.13726806640625
824,824.0,4,242.18606567382807
825,825.0,4,193.08953857421875
826,826.0,4,289.1355895996094
827,827.0,4,256.6571655273437
828,828.0,4,441.5843811035156
829,829.0,4,455.60003662109375
830,830.0,4,397.3335571289063
831,831.0,4,382.26953125
832,832.0,4,293.82110595703125
833,833.0,4,328.9845886230469
834,834.0,4,230.9369201660156
835,835.0,4,257.20135498046875
836,836.0,4,294.03594970703125
837,837.0,4,242.6722412109375
838,838.0,4,256.5791320800781
839,839.0,4,132.3895263671875
840,840.0,4,170.31369018554688
841,841.0,4,240.65786743164065
842,842.0,4,390.866455078125
843,843.0,4,276.42071533203125
844,844.0,4,242.36024475097656
845,845.0,4,418.9409790039063
846,846.0,4,321.892333984375
847,847.0,4,312.8433837890625
848,848.0,4,336.18365478515625
849,849.0,4,307.6817626953125
850,850.0,4,167.38836669921875
851,851.0,4,211.60340881347656
852,852.0,4,170.38919067382812
853,853.0,4,298.7582397460937
854,854.0,4,140.26182556152344
855,855.0,4,302.9844055175781
856,856.0,4,217.53060913085935
857,857.0,4,244.2659912109375
858,858.0,4,138.78997802734375
859,859.0,4,225.4828948974609
860,860.0,4,182.0968475341797
861,861.0,4,180.50086975097656
862,862.0,4,246.5014495849609
863,863.0,4,193.7810821533203
864,864.0,4,277.9972839355469
865,865.0,4,298.2038269042969
866,866.0,4,240.4426422119141
867,867.0,4,335.4184875488281
868,868.0,4,271.074951171875
869,869.0,4,265.0331726074219
870,870.0,4,402.0828552246094
871,871.0,4,333.0915222167969
872,872.0,4,290.93707275390625
873,873.0,4,304.7533569335937
874,874.0,4,149.114990234375
875,875.0,4,406.2485656738281
876,876.0,4,312.4020690917969
877,877.0,4,271.89630126953125
878,878.0,4,278.6510009765625
879,879.0,4,362.99810791015625
880,880.0,5,267.39898681640625
881,881.0,5,335.6911315917969
882,882.0,5,290.89990234375
883,883.0,5,387.4185180664063
884,884.0,5,333.11865234375
885,885.0,5,407.2308349609375
886,886.0,5,338.0115661621094
887,887.0,5,249.64907836914065
888,888.0,5,279.6368713378906
889,889.0,5,232.733642578125
890,890.0,5,241.15771484375
